Year,ID,City,Internet Penetration Rate,Internet-Related Output,Internet Users,Internet-Related Employees,Digital Inclusive Finance Index,Digital Economy Index,Population,GDP,Urbanization Rate,City Size,City Development Level,Industry Agglomeration Level,Environmental Pollution Index,Low-Carbon City,Carbon Peak City,AI-Pilot City,AI Technology Level,Smart City,Intelligent Construction City,AI Enterprises,AI Infrastructure Index,Intelligent Manufacturing Proportion,AI Patents,Total Energy Consumption,AI Development Index
2008,6,邯郸市,10.367393,287.24248,40.020257,0.01072386,41.11,-472.6395476,928.08,1110.361,0.4093,4,3,0.004638534,0.258,0,0,0,0.0,0,0,5,0.013782067,0.026638202,23,233803.0896,0.04055547
2009,6,邯郸市,10.597028,316.53638,42.291333,0.0094804,39.25,-443.2796028,942.77,1200.301,0.4258,4,3,0.004547339,0.207,0,0,0,1.3862944,0,0,9,0.013863877,0.024933244,26,247153.6233,0.04621121
2010,6,邯郸市,6.1865594,346.23041,47.34821,0.00936892,45.48,-413.447096,963.5,1321.531,0.4442,4,3,0.004689935,0.22,0,0,0,1.7917595,0,0,11,0.013003283,0.059695615,55,249811.9868,0.04829837
2011,6,邯郸市,7.8531837,374.13367,54.935714,0.01060917,49.66,-385.2644169,980.0,1469.542,0.4538,4,3,0.004843763,0.131,0,0,0,0.0,0,0,12,0.017210236,0.077904456,73,256286.7306,0.042588083
2012,6,邯郸市,9.2639211,419.87312,62.501259,0.0096124,95.68,-339.2615541,993.1,1609.149,0.4658,4,3,0.005346042,0.096,0,0,0,2.0794415,1,0,14,0.018996087,0.099713253,84,273107.8956,0.051696363
2013,6,邯郸市,10.060362,460.05533,65.54326,0.0079602,94.65,-298.9880939,994.0,1725.008,0.4791,4,3,0.006663904,0.128,0,0,0,2.5649494,1,0,16,0.018985994,0.074204417,118,239994.6136,0.054118406
2014,6,邯郸市,10.490529,442.36134,69.645459,0.00782735,202.33,-316.5098568,1029.5,1835.408,0.4913,4,3,0.006671115,0.329,0,0,0,3.1354942,1,0,27,0.018882537,0.117405309,120,264643.8369,0.056703032
2015,6,邯郸市,10.76498,415.21387,67.733638,0.00799674,169.03,-343.7077213,1049.7,1958.38,0.5138,4,3,0.006396096,0.13,0,0,0,3.4965076,1,0,34,0.018418856,0.141042184,242,252108.583,0.060295084
2016,6,邯郸市,14.028436,431.15166,76.303318,0.00666245,216.97,-327.4328215,1055.0,2089.592,0.5353,4,3,0.006307344,0.244,0,0,0,3.4657359,1,0,49,0.022062879,0.143745949,203,222628.7581,0.060553951
2017,6,邯郸市,18.078021,438.05709,82.492864,0.00800784,187.99,-320.2683721,1051.0,2233.774,0.5531,4,3,0.004983722,0.245,0,0,0,3.9318256,1,0,61,0.022028593,0.121567974,237,247366.7591,0.062980505
2018,6,邯郸市,16.446125,417.09357,90.548204,0.00775287,203.02,-340.9217004,1058.0,2376.736,0.5687,4,3,0.005180763,0.195,0,0,0,4.6913479,1,0,79,0.019532325,0.225263236,387,248940.8067,0.068598134
2019,6,邯郸市,21.866164,418.63713,92.931197,0.00816461,220.87,-339.2499982,1061.0,2547.861,0.5815,4,3,0.005151219,0.212,0,0,0,5.1817836,1,0,116,0.02118212,0.201065965,342,269161.3418,0.070366158
2020,6,邯郸市,24.813453,349.46466,46.592366,0.00857636,223.6,-410.1109122,1061.0,2657.419,0.5827,4,3,0.00466649,0.182,0,0,0,5.3375381,1,0,184,0.022679813,0.350924723,668,265015.1657,0.078192438
2021,6,邯郸市,0.23751178,280.29218,0.2535344,0.0089881,224.94,-481.1684785,1061.0,2840.781,0.5959,4,3,0.004287062,0.182,0,0,0,5.1474945,1,0,276,0.029769303,0.46635281,578,269079.0227,0.078916211
2000,7,邢台市,1.3692933,0.0,1.3340124,0.0,25.96,-761.2018163,658.94,365.1,0.5959,5,3,0.003181964,0.049,0,0,0,0.0,0,0,276,0.004784925,0.026362818,5,93902.59496,0.039913662
2001,7,邢台市,0.37490928,123.56961,5.1998911,0.0,27.55,-637.5848197,661.36,399.7845,0.5959,5,3,0.002988948,0.049,0,0,0,0.0,0,0,1,0.005795071,0.021659086,4,95741.33685,0.038135297
2002,7,邢台市,2.1191118,182.96401,9.0657699,0.0,28.55,-578.075457,663.83,439.763,0.5959,5,3,0.002778312,0.049,0,0,0,0.0,0,0,1,0.006805217,0.059654007,4,103877.554,0.038575896
2003,7,邢台市,3.1270976,177.46015,13.987864,0.00766058,29.39,-583.3809185,667.44,492.9743,0.2218,5,3,0.002718244,0.168,0,0,0,0.0,0,0,2,0.007815362,0.039627501,1,108951.1425,0.038693445
2004,7,邢台市,1.4129351,395.77511,15.834412,0.00999394,34.93,-365.1713452,671.97,559.5258,0.2074,5,3,0.002644562,0.191,0,0,0,0.69314718,0,0,3,0.008825508,0.032006828,5,130562.252,0.041772148
2005,7,邢台市,1.7628725,235.78539,19.634266,0.01079581,31.73,-524.8944501,675.08,632.2642,0.2024,5,3,0.002596508,0.179,0,0,0,0.0,0,0,3,0.009835654,0.047432705,7,155419.5977,0.039357511
2006,7,邢台市,2.0346993,261.64789,23.003234,0.01854667,34.04,-498.9213081,683.3,714.4585,0.227,5,3,0.00263415,0.201,0,0,0,0.0,0,0,3,0.012516056,0.049402233,7,162103.9146,0.040051767
2007,7,邢台市,2.9072811,289.70893,28.610295,0.01973285,40.06,-470.6619129,694.68,807.3381,0.2543,5,3,0.002649188,0.195,0,0,0,0.0,0,0,3,0.013778432,0.032803018,12,166927.7409,0.040380508
2008,7,邢台市,4.0449063,289.5818,32.52166,0.00717918,45.51,-470.6321565,706.36,888.8792,0.2335,5,3,0.002677399,0.227,0,0,0,0.0,0,0,4,0.009607375,0.017809439,14,176245.6432,0.039284496
2009,7,邢台市,5.2128634,322.3453,42.279059,0.01104651,43.8,-437.5139627,718.63,977.7672,0.3988,5,3,0.002755086,0.201,0,0,0,1.3862944,0,0,6,0.012550765,0.01519295,18,194867.9855,0.045669612
2010,7,邢台市,6.5892245,338.50389,47.334126,0.01111745,42.26,-421.1654941,732.03,1097.055,0.4093,5,3,0.002821523,0.2,0,0,0,0.69314718,0,0,7,0.013519293,0.033019874,22,193942.0283,0.043297524
2011,7,邢台市,8.3216719,383.93269,51.096485,0.01083634,43.0,-375.6153022,736.9,1224.313,0.4184,5,3,0.002894716,0.09,0,0,0,1.3862944,0,0,8,0.016614468,0.033687039,32,200669.8656,0.04705189
2012,7,邢台市,9.4957871,427.32112,54.04574,0.0091314,93.39,-332.1388474,747.7,1340.623,0.4285,5,3,0.003611357,0.075,0,0,0,2.3978953,0,0,9,0.017590879,0.004978344,50,225406.1032,0.05153915
2013,7,邢台市,10.617381,460.58592,57.257832,0.00962801,90.35,-298.7688344,762.9,1439.829,0.442,5,3,0.003675702,0.097,0,0,0,2.6390573,0,0,11,0.018523253,0.004533092,56,186630.3994,0.052860543
2014,7,邢台市,11.903222,441.6134,62.491914,0.0098238,195.13,-317.5190367,772.9,1526.219,0.4543,5,3,0.003689877,0.226,0,0,0,2.8332133,0,0,15,0.01890144,0.0,71,158278.4322,0.054001367
2015,7,邢台市,13.070388,423.43956,69.06803,0.00987235,236.16,-335.4209962,780.39,1617.792,0.4773,5,3,0.003617317,0.113,0,0,0,3.3672958,0,0,15,0.019506744,0.020699648,146,153975.0091,0.057687928
2016,7,邢台市,17.258883,445.20685,78.299492,0.00938427,194.46,-313.2891953,788.0,1732.655,0.4983,5,3,0.003606611,0.23,0,0,0,3.5553481,0,0,19,0.023757223,0.012315777,150,159485.8863,0.059585937
2017,7,邢台市,20.379747,452.34557,79.113924,0.00868147,198.59,-306.1025636,790.0,1855.673,0.5157,5,3,0.002815539,0.158,0,0,0,3.3672958,0,0,32,0.022476783,0.056641517,139,205117.4226,0.058622458
2018,7,邢台市,23.212045,472.29987,83.814304,0.0089011,217.4,-285.9643036,797.0,1985.57,0.5291,5,3,0.003000885,0.099,0,0,0,4.3567088,0,0,46,0.022011521,0.051593279,329,211825.6471,0.065817691
2019,7,邢台市,24.469413,434.27965,83.395755,0.00838922,237.86,-323.9630052,801.0,2123.766,0.5423,5,3,0.003207955,0.062,0,0,0,4.5643482,0,0,65,0.021364096,0.046647657,370,244617.0143,0.067304547
2020,7,邢台市,24.405925,296.10858,42.901628,0.00787735,228.64,-463.5702655,800.5,2202.345,0.541,5,3,0.003204054,0.049,0,0,0,5.1474945,0,0,102,0.022866383,0.067280453,584,240119.8412,0.074075343
2021,7,邢台市,2.0775,157.9375,2.4075,0.00736547,252.02,-603.3366097,800.0,2337.79,0.5474,5,3,0.003275685,0.049,0,0,0,5.2257467,0,0,146,0.029165597,0.124730878,532,247783.0282,0.075700056
2000,8,保定市,1.4910701,0.0,5.1482275,0.0,29.48,-761.0559752,1055.17,592.22,0.5474,4,2,0.002944955,0.077,0,0,0,2.211063702,0,0,4,0.004246813,0.040587176,17,133342.1691,0.046947705
2001,8,保定市,1.5823913,187.32246,8.0852386,0.0,30.47,-573.7613703,1062.43,637.8209,0.5474,4,2,0.002899272,0.077,0,0,0,2.302986446,0,0,6,0.00548423,0.029524653,19,137387.8171,0.047628441
2002,8,保定市,1.6737125,214.88791,11.02225,0.0,27.59,-546.1042597,1070.13,702.2408,0.5474,4,2,0.002821475,0.077,0,0,0,2.39490919,0,0,9,0.006721647,0.262855397,16,152081.9893,0.049404521
2003,8,保定市,2.0507995,244.41308,18.241323,0.00862895,34.51,-516.3241006,1076.98,776.6783,0.2329,4,2,0.003040225,0.133,0,0,0,2.486831934,0,0,10,0.007959065,0.302710624,16,157163.1865,0.050288215
2004,8,保定市,3.2935917,577.12445,24.222323,0.01114827,36.43,-183.6254295,1088.28,874.5397,0.235,4,2,0.00284002,0.144,0,0,0,5.2257467,0,0,12,0.009196482,0.423943001,20,184450.4801,0.062259741
2005,8,保定市,3.6156001,319.65628,26.753244,0.01219126,34.85,-440.8024891,1092.17,991.7281,0.2368,4,2,0.003068403,0.14,0,0,0,5.2257467,0,0,12,0.010433899,0.419376796,28,221364.6236,0.062691491
2006,8,保定市,3.1603681,352.32804,32.844894,0.01028712,34.98,-407.9268917,1106.08,1092.884,0.2742,4,2,0.003164108,0.151,0,0,0,5.2257467,0,0,15,0.011189385,0.553273923,26,235844.7948,0.063515133
2007,8,保定市,3.0936329,409.84396,37.807429,0.00975907,39.94,-350.2658603,1123.43,1220.752,0.2685,4,2,0.00318597,0.136,0,0,0,5.2257467,0,0,17,0.011626526,0.45178576,36,259401.7193,0.063325727
2008,8,保定市,5.1744721,408.16918,43.046079,0.01027297,39.02,-351.7254096,1141.73,1363.58,0.2759,4,2,0.003310338,0.134,0,0,0,0.0,0,0,20,0.012954205,0.461075058,79,262457.6481,0.043502716
2009,8,保定市,6.0804307,441.17011,47.876705,0.0122963,39.91,-318.5590924,1155.28,1513.573,0.3585,4,2,0.003279246,0.134,0,0,0,0.0,0,0,22,0.014747549,0.603216393,62,272985.9104,0.044365954
2010,8,保定市,8.2345199,456.10546,54.728211,0.01334469,41.68,-303.3591131,1161.01,1725.474,0.3023,4,2,0.003175118,0.162,1,0,0,0.0,0,0,24,0.016462498,0.677947036,128,279691.054,0.046312383
2011,8,保定市,10.57685,511.78944,63.884725,0.00911218,45.21,-247.3520343,1160.7,1932.531,0.3027,4,2,0.003660581,0.073,1,0,0,0.69314718,0,0,28,0.019087404,0.565320215,180,275304.6277,0.050146252
2012,8,保定市,12.032991,557.03012,67.357734,0.0080198,86.25,-202.0027934,1172.1,2135.446,0.3016,4,2,0.004832536,0.064,1,0,0,2.0794415,0,0,29,0.020531989,0.690699495,204,291621.5855,0.057099943
2013,8,保定市,13.489131,613.63176,83.108514,0.00840841,100.36,-144.8344372,1163.9,2327.636,0.2757,4,2,0.004503043,0.081,1,0,0,2.0794415,0,0,35,0.022808223,0.668878281,379,256580.4539,0.060629069
2014,8,保定市,14.5412,581.32124,75.630954,0.00810208,195.37,-177.3974765,1196.6,2490.571,0.3799,4,2,0.004764535,0.157,1,0,0,2.5649494,0,0,50,0.021688629,0.681088432,340,284704.9079,0.061788119
2015,8,保定市,16.220398,557.2447,78.689725,0.00895823,225.77,-201.3277494,1202.19,2664.911,0.4667,4,2,0.004499887,0.077,1,0,0,3.6109179,0,0,69,0.022447966,1.068218859,312,286818.667,0.067695275
2016,8,保定市,20.54681,586.19553,84.755592,0.00820689,194.83,-172.1371154,1207.0,2854.12,0.5282,4,2,0.004534523,0.108,1,0,0,3.5553481,0,0,85,0.027020708,1.24050896,405,304813.1143,0.07118339
2017,8,保定市,23.686405,608.58882,89.99166,0.009977,216.34,-149.5391341,1199.0,3025.367,0.5097,4,2,0.003352765,0.086,1,0,0,4.060443,0,0,119,0.026717452,1.85214778,471,367206.1029,0.077452473
2018,8,保定市,25.827815,634.13576,97.350993,0.00617546,216.75,-123.7162924,1208.0,3231.092,0.5254,4,2,0.003592635,0.052,1,0,0,4.5217886,0,0,233,0.024150054,1.813848964,784,374960.5656,0.084672929
2019,8,保定市,27.901235,559.34486,96.54321,0.01220689,207.11,-198.4671292,1215.0,3447.575,0.5468,4,2,0.003685242,0.052,1,0,0,5.3082677,0,0,416,0.025917205,1.500295178,648,399780.3786,0.085764174
2020,8,保定市,32.680008,381.30322,49.611837,0.01823832,256.02,-378.1252033,1211.5,3582.031,0.5714,4,2,0.00338783,0.077,1,0,0,5.4595855,0,0,570,0.025543014,1.425042135,1303,411824.8385,0.098294045
2021,8,保定市,2.486755,203.26159,2.6804636,0.02426976,254.76,-558.0331283,1208.0,3839.937,0.5845,4,2,0.003440816,0.077,1,0,0,5.6454469,0,0,769,0.032338345,1.654941929,1238,430215.3086,0.102207587
2000,9,张家口市,0.26287352,0.0,1.7296743,0.0,29.38,-761.1946828,449.79,226.34,0.5845,4,4,0.003440816,0.06,0,0,0,0.915028396,0,0,2,0.001675177,0.01,5,50514.97768,0.040722667
2001,9,张家口市,0.42032343,113.14652,6.1210852,0.0,26.43,-647.9647748,448.94,237.8833,0.5845,4,4,0.003440816,0.06,0,0,0,1.083363606,0,0,2,0.003123352,0.02342469,1,52132.83695,0.041763801
2002,9,张家口市,0.57777334,216.81982,10.512496,0.0,32.84,-544.2009998,450.54,260.4822,0.5845,4,4,0.003440816,0.06,0,0,0,1.251698816,0,0,2,0.004571527,0.023166918,7,56161.47935,0.042911139
2003,9,张家口市,1.073755,214.81761,15.979974,0.00864631,32.76,-545.99036,450.41,290.4377,0.3063,4,4,0.003440816,0.138,0,0,0,1.420034026,0,0,2,0.006019702,0.022964749,6,61654.05783,0.043938391
2004,9,张家口市,3.7599484,434.90952,17.182784,0.00912863,33.66,-325.9981946,449.82,331.099,0.2975,4,4,0.003440816,0.142,0,0,0,5.6454469,0,0,2,0.007467877,0.020206102,6,72896.66119,0.061249288
2005,9,张家口市,3.5500677,321.22854,25.761176,0.00990099,31.99,-439.2695801,450.29,376.1284,0.3122,4,4,0.003440816,0.126,0,0,0,5.6454469,0,0,3,0.008916052,0.020092425,5,90025.82141,0.061608792
2006,9,张家口市,3.9529993,349.83797,29.543661,0.00903444,34.05,-410.5349094,453.61,424.2729,0.3357,4,4,0.003440816,0.154,0,0,0,0.69314718,0,0,4,0.010053447,0.019171779,6,91092.15216,0.04204866
2007,9,张家口市,4.6895096,0.0,36.228619,0.00958945,38.0,-759.8518179,457.18,476.0341,0.3146,4,4,0.003440816,0.143,0,0,0,1.0986123,0,0,6,0.011119679,0.011966017,9,107877.3117,0.043979448
2008,9,张家口市,4.9986947,395.0682,36.273849,0.01284011,43.88,-365.075244,459.67,532.6822,0.3202,4,4,0.003440816,0.147,0,0,0,0.0,0,0,6,0.012692162,0.010967919,5,113699.6358,0.039899518
2009,9,张家口市,6.6125327,435.1128,44.645368,0.01459174,35.16,-324.7308862,462.31,585.9504,0.4396,4,4,0.003440816,0.147,0,0,0,0.69314718,0,0,6,0.014874862,0.03233107,9,136106.9555,0.043409764
2010,9,张家口市,7.9561131,454.14082,51.934674,0.01364176,41.67,-305.4304494,465.97,668.5695,0.4517,4,4,0.003440816,0.163,0,0,0,1.6094379,0,0,8,0.015657266,0.035727045,9,144010.0142,0.04731704
2011,9,张家口市,8.7979675,562.54814,56.882756,0.01474531,36.99,-196.9101481,467.4,745.455,0.4642,4,4,0.003440816,0.054,0,0,0,1.3862944,0,0,20,0.018969532,0.053265863,13,139848.8019,0.047508074
2012,9,张家口市,10.461144,561.13365,64.282664,0.01637717,77.29,-198.030441,468.4,820.0004,0.4763,4,4,0.003440816,0.042,0,0,0,1.0986123,0,0,21,0.02127335,0.0683527,19,162853.1574,0.047125253
2013,9,张家口市,10.92311,599.38531,70.104948,0.01410256,103.54,-159.582803,466.9,884.7805,0.4895,4,4,0.003440816,0.054,0,0,0,2.5649494,0,0,22,0.021209432,0.016155089,38,134051.8629,0.053075677
2014,9,张家口市,11.950491,574.37473,71.276142,0.01531934,201.84,-184.5228173,468.6,929.9042,0.501,4,4,0.003440816,0.115,0,0,0,2.1972246,0,0,26,0.02168948,0.030113226,36,127965.6025,0.051784561
2015,9,张家口市,12.366474,535.61331,74.83849,0.01527339,193.94,-223.1168695,469.01,983.8387,0.522,4,4,0.003440816,0.056,0,0,0,3.2580965,0,0,35,0.021833893,0.018095181,64,133861.327,0.056567156
2016,9,张家口市,17.659574,555.80638,82.12766,0.01379618,186.64,-202.6240418,470.0,1052.707,0.5419,4,4,0.003440816,0.083,0,0,0,3.5553481,0,0,50,0.025736653,0.055090348,67,127676.1299,0.059095154
2017,9,张家口市,22.580645,579.25376,89.677419,0.01562107,212.08,-178.8720922,465.0,1122.186,0.5592,4,4,0.003440816,0.087,0,0,0,3.8918203,0,0,70,0.027118754,0.032631159,115,145148.834,0.06166093
2018,9,张家口市,26.666667,579.54839,97.634409,0.01160568,222.31,-178.2460597,465.0,1205.228,0.5724,4,4,0.003440816,0.069,0,0,0,4.7535902,0,0,105,0.025723403,0.010174665,185,141992.3265,0.066112013
2019,9,张家口市,28.387097,563.1828,94.623656,0.01843193,217.47,-194.7015477,465.0,1287.906,0.5838,4,4,0.003440816,0.058,0,0,0,4.9767337,0,0,148,0.028109157,0.207553697,154,152325.474,0.068344282
2020,9,张家口市,32.542106,324.539,48.297636,0.02525818,257.3,-434.897893,461.5,1334.271,0.661,4,4,0.003440816,0.06,0,0,0,5.5254529,0,0,190,0.028274243,0.306988348,322,172083.3853,0.074259275
2021,9,张家口市,1.569869,85.895197,1.9716157,0.03208444,240.99,-675.3452112,458.0,1418.33,0.6712,4,4,0.003440816,0.06,0,0,0,5.7525726,0,0,290,0.035273327,0.329802211,291,178413.9345,0.077261373
2000,10,承德市,0.75615991,0.0,1.5899013,0.0,31.49,-761.196471,353.87,158.63,0.6712,5,4,0.000695467,0.112,0,0,0,0.0,0,0,2,0.000789648,0.012348059,9,22429.24328,0.036904998
2001,10,承德市,1.010887,221.98779,5.041213,0.0,31.67,-539.2417545,355.47,175.2861,0.6712,5,4,0.00066611,0.112,0,0,0,0.0,0,0,3,0.002402771,0.0,7,23609.54026,0.037230676
2002,10,承德市,1.2656141,240.88305,8.4925248,0.0,29.47,-520.2276326,357.85,191.5878,0.6712,5,4,0.000615202,0.112,0,0,0,0.243037531,0,0,4,0.004015893,0.036425449,5,26733.51121,0.038765831
2003,10,承德市,2.1706957,124.39704,13.981897,0.0119403,32.69,-636.4113914,359.06,214.0035,0.2036,5,4,0.00059295,0.061,0,0,0,0.488337551,0,0,4,0.005629016,0.067446043,6,33277.70002,0.040328418
2004,10,承德市,2.2742087,383.03586,19.325287,0.01312336,33.62,-377.76223,360.82,246.9601,0.2311,5,4,0.000578032,0.096,0,0,0,5.7525726,0,0,5,0.007242139,0.038113387,3,40452.83583,0.061677677
2005,10,承德市,2.8526904,285.52646,21.985717,0.01189465,34.35,-475.0934315,361.28,279.5588,0.2586,5,4,0.000595226,0.092,0,0,0,0.0,0,0,5,0.008855261,0.038591413,6,51878.93958,0.039061892
2006,10,承德市,2.9275247,334.60724,23.881279,0.01388305,34.24,-425.9767879,363.71,336.0296,0.2861,5,4,0.000601042,0.107,0,0,0,0.69314718,0,0,6,0.011036439,0.033458804,6,55483.95434,0.042382952
2007,10,承德市,4.1128676,385.83772,29.463872,0.01447477,35.81,-374.5639815,366.89,404.5797,0.2657,5,4,0.000611409,0.136,0,0,0,0.69314718,0,0,6,0.01237513,0.020089734,12,65720.02507,0.0427639
2008,10,承德市,4.9489415,391.93513,32.708864,0.01691502,45.67,-368.3418238,369.38,459.1979,0.2654,5,4,0.000627845,0.15,0,0,0,0.0,0,0,6,0.013931918,0.023232401,7,70452.98664,0.040309558
2009,10,承德市,5.441908,434.75841,43.878895,0.01691581,43.2,-325.1225068,371.91,509.7097,0.3576,5,4,0.000642763,0.147,0,0,0,1.0986123,0,0,6,0.015296246,0.021178962,7,85432.12414,0.045056359
2010,10,承德市,6.8348616,472.44745,49.683612,0.0163297,37.42,-287.2310842,372.96,552.5253,0.3234,5,4,0.000650349,0.129,0,0,0,1.3862944,0,0,7,0.016251703,0.019082756,13,89104.39364,0.046555116
2011,10,承德市,9.0798023,517.22415,55.797489,0.01533019,42.94,-242.2394661,374.3,613.8557,0.3245,5,4,0.000643269,0.042,0,0,0,1.6094379,0,0,7,0.018624137,0.02236136,18,93118.71902,0.048158296
2012,10,承德市,10.878217,573.34837,63.491642,0.01515152,104.44,-185.8519443,376.9,670.9443,0.3253,5,4,0.000667543,0.03,0,0,0,1.7917595,0,0,7,0.020850734,0.005779011,15,107611.261,0.049327464
2013,10,承德市,10.843692,600.79873,70.740545,0.02112211,104.05,-158.14685,378.1,732.6711,0.3274,5,4,0.000767283,0.036,0,0,0,2.3025851,0,0,8,0.023843714,0.0,14,108728.71,0.052104073
2014,10,承德市,12.083005,581.74941,74.862096,0.01559487,206.21,-177.0164124,380.7,789.0868,0.3293,5,4,0.000756552,0.103,0,0,0,3.2188758,0,0,9,0.02214608,0.0,16,95648.13344,0.055388556
2015,10,承德市,12.815483,551.90794,73.492873,0.01489137,178.36,-206.882366,382.35,832.4866,0.468,5,4,0.000758028,0.044,0,0,0,4.0430513,0,0,15,0.021911683,0.0,23,96884.61652,0.058799534
2016,10,承德市,17.493473,585.53525,83.289817,0.01478501,191.15,-172.8744276,383.0,888.2631,0.49,5,4,0.00075018,0.118,0,0,0,4.5643482,0,0,21,0.026464438,0.017271157,46,85241.88842,0.062576331
2017,10,承德市,19.473684,569.07105,98.421053,0.02013112,202.03,-188.7370537,380.0,948.665,0.507,5,4,0.000672616,0.133,0,0,0,4.2626799,0,0,26,0.028358635,0.02204464,79,98743.21025,0.062476461
2018,10,承德市,25.13089,594.88482,97.382199,0.0226469,217.36,-162.9416616,382.0,1008.431,0.5207,5,4,0.000674937,0.104,0,0,0,4.8598124,0,0,33,0.029514048,0.127927573,132,103679.6373,0.066638331
2019,10,承德市,27.67624,574.25587,97.389034,0.02382965,248.0,-183.5367336,383.0,1073.576,0.5326,5,4,0.009140452,0.116,0,0,0,4.6821312,0,0,41,0.030341604,0.132377779,114,114481.8644,0.065906805
2020,10,承德市,33.159208,310.70314,56.866021,0.0250124,243.95,-448.3933255,381.0,1116.519,0.55,5,4,0.009230601,0.112,0,0,0,4.8362819,0,0,63,0.031195187,0.066591751,221,135022.5586,0.068426797
2021,10,承德市,15.387863,47.150396,16.343008,0.02619516,202.08,-713.416074,379.0,1184.626,0.58,5,4,0.008778306,0.112,0,0,0,4.9416424,0,0,83,0.038927145,0.06127451,190,141191.6073,0.070411598
2000,11,沧州市,0.36946221,0.0,4.4804135,0.0,29.27,-761.089371,668.97,367.15,0.58,5,3,0.002932188,0.066,0,0,0,0.0,0,0,2,0.007542805,0.01,8,131816.8232,0.038601837
2001,11,沧州市,1.0905798,93.678272,3.4726449,0.0,30.29,-667.5143318,673.55,403.4979,0.58,5,3,0.00287515,0.066,0,0,0,0.0,0,0,4,0.008579455,0.089871823,17,135765.3777,0.039419644
2002,11,沧州市,1.8116973,110.42042,11.425703,0.0,28.2,-650.4772763,677.42,436.5847,0.58,5,3,0.00285633,0.066,0,0,0,0.0,0,0,4,0.009616105,0.05223412,10,145106.2883,0.039383326
2003,11,沧州市,0.45343076,256.26388,16.656292,0.01025641,31.04,-504.5538228,680.17,476.3139,0.2267,5,3,0.002775208,0.059,0,0,0,0.054132595,0,0,5,0.010652754,0.049453529,18,153872.4882,0.039996825
2004,11,沧州市,3.217646,370.78868,22.668394,0.01382843,36.69,-389.8664422,679.36,532.5189,0.2379,5,3,0.002778766,0.065,0,0,0,4.9416424,0,0,5,0.011689404,0.060788816,12,180320.7782,0.059823748
2005,11,沧州市,2.391851,565.09675,25.550245,0.01186624,36.14,-195.6001023,684.75,603.8765,0.2172,5,3,0.003298228,0.066,0,0,0,0.69314718,0,0,5,0.012726053,0.041679251,16,213983.2071,0.043018783
2006,11,沧州市,2.2983426,359.53535,29.763957,0.01557767,43.12,-400.8482329,690.85,675.7378,0.2953,5,3,0.003288977,0.069,0,0,0,0.0,0,0,5,0.012737228,0.068457565,18,217695.2507,0.040403463
2007,11,沧州市,2.9548843,396.02542,38.047701,0.0158207,45.74,-364.0659216,700.2,744.663,0.2966,5,3,0.003238454,0.068,0,0,0,0.0,0,0,7,0.01377613,0.063742679,33,238062.8992,0.040918656
2008,11,沧州市,4.5309675,390.49148,39.857767,0.01797704,36.35,-369.515664,710.1,814.6614,0.3026,5,3,0.003285419,0.072,0,0,0,0.0,0,0,7,0.015293263,0.053630152,20,243804.3854,0.041034162
2009,11,沧州市,5.7492962,443.29617,54.507317,0.01873699,37.66,-316.184972,717.5,882.2783,0.3025,5,3,0.003076211,0.07,0,0,0,0.69314718,0,0,8,0.017586585,0.045322614,39,271177.1554,0.044695296
2010,11,沧州市,6.9369399,464.50766,61.609818,0.01830664,37.72,-294.7109129,730.89,983.7404,0.3114,5,3,0.003109656,0.066,0,0,0,1.29040032,0,0,9,0.018496584,0.050646948,51,257035.7153,0.04756338
